locationcode,name,lat,long
0564,Marx Hall,40.348117698300,-74.655582272600
0029,Hamilton Hall,40.348146994500,-74.662191994700
0338,"Hartley Avenue, 229",40.348167143900,-74.634645405600
0341,"Hartley Avenue, 248",40.348174094900,-74.633669659100
0788,"Ferris Thompson, Garage #6",40.348175889000,-74.648278278200
0661,"South Harrison Street, 217",40.348177774500,-74.641442652400
0303,"Ferris Thompson, Western Way, 80-86",40.348215666100,-74.647965022200
0459,"FitzRandolph Road, 150",40.348223159800,-74.646160588900
0787,"Ferris Thompson, Garage #5",40.348231241100,-74.648485753700
0518,"Mercer Street, 4",40.348257812600,-74.663322912500
0483,"Western Way, 171",40.348331117500,-74.645624643100
0425,"Hartley Avenue, 240",40.348336062100,-74.633965954000
0015,Alexander Hall,40.348344281000,-74.660606099400
0458,"FitzRandolph Road, 139",40.348355104600,-74.647267571100
0024,McCosh Hall,40.348357879900,-74.656418024500
0145,"Prospect Avenue, 87",40.348392072400,-74.648859830500
0130,Robertson Hall,40.348420100300,-74.654710130300
0172,Fisher Hall,40.348506720100,-74.654047402900
0036,Madison Hall,40.348512220200,-74.662214642200
0474,"Broadmead, 139",40.348581207300,-74.645360670200
0339,"Hartley Avenue, 232",40.348587009400,-74.634217003800
0404,"FitzRandolph Road, 127",40.348640799600,-74.647961871500
0028,Holder Hall,40.348648854200,-74.661439782400
0461,"FitzRandolph Road, 138",40.348655498400,-74.646551640400
0018,East Pyne Building,40.348668154000,-74.658409353700
0001,Nassau Hall,40.348695032500,-74.659312053200
0003,Stanhope Hall,40.348720980100,-74.660019444400
0171,Bendheim Hall,40.348731155400,-74.654118318300
0430,"FitzRandolph Road, 125",40.348748217600,-74.647515522500
0705,North Guard Gate,40.348750146000,-74.660305486700
0585,Bendheim House,40.348760762600,-74.653453809700
0486,"Western Way, 176",40.348778241800,-74.646341450500
0051,Chapel,40.348843119600,-74.656979063200
0712,"Nassau Street, 2-4",40.348879904500,-74.663523032500
0057,Dickinson Hall,40.348888053100,-74.656199296500
0485,"Western Way, 182",40.348920458500,-74.646010966300
0143,Bobst Hall,40.348920949400,-74.649509304900
0085,Corwin Hall,40.348925506400,-74.654296545900
0437,"FitzRandolph Road, 119",40.348993500100,-74.647687651800
0799,Building C42 C.O.B.,40.348994545700,-74.602972442900
0460,"FitzRandolph Road, 128",40.349010136400,-74.646701360000
0142,Palmer House,40.349049726100,-74.664279917500
0122,"Prospect Avenue, 91",40.349049953400,-74.649066911400
0006,Chancellor Green,40.349072615900,-74.658591830900
0002,Maclean House,40.349086709100,-74.660207940900
0054,Julis Romo Rabinowitz Building,40.349142878000,-74.655404496700
0586,"Prospect Avenue, 58",40.349161487600,-74.651749304700
0730,Maeder Hall,40.349210664100,-74.650850648700
0427,"FitzRandolph Road, 120",40.349218684000,-74.646794741900
0439,"FitzRandolph Road, 111",40.349235505100,-74.647722801100
0482,"Broadmead, 121",40.349240877900,-74.645817046000
0615,Wallace Hall,40.349272688800,-74.653561484300
0853,Louis A. Simpson International Building,40.349282165600,-74.654855363300
0657,"South Harrison Street, 179",40.349301322800,-74.642357887800
0663,Charlton Street Substation,40.349306110600,-74.652571762800
0471,"Prospect Avenue, 115",40.349316690200,-74.648249342400
0721,"South Harrison Street, 177",40.349350339000,-74.642394833200
0005,Henry House,40.349402884200,-74.658935333500
0479,"Broadmead, 128",40.349415449300,-74.644817507500
0436,"FitzRandolph Road, 114",40.349440317100,-74.646934771300
0476,"Broadmead, 115",40.349446673400,-74.645967105800
0422,"FitzRandolph Road, 105",40.349494545100,-74.647823963700
0624,Scheide Caldwell House,40.349498212900,-74.658555238900
0553,Bowen Hall,40.349533729000,-74.650319041300
0800,Building C23 Theoretical Wing,40.349549465600,-74.603943699800
0491,"Western Way, 214",40.349559982000,-74.644455494000
0653,Sherrerd Hall,40.349562775600,-74.652670282400
0069,Firestone Library,40.349581605000,-74.657418616500
0155,Mudd Manuscript Library,40.349630422800,-74.652034943200
0475,"Broadmead, 109",40.349646672800,-74.646096215400
0428,"FitzRandolph Road, 106",40.349664885200,-74.647093163200
0157,Hoyt Chemical Laboratory,40.349666990600,-74.654632321800
0481,"Broadmead, 120",40.349672630100,-74.644959981800
0497,"Western Way, 222",40.349691938100,-74.644056018000
0551,North Garage,40.349760353800,-74.649843185800
0545,"Prospect Avenue, 110",40.349780337000,-74.649054114800
0557,"Western Way, 247",40.349787312200,-74.642734274800
0494,"Prospect Avenue, 114",40.349821925800,-74.648794552600
0613,"William Street, 41",40.349831491300,-74.653614625300
0048,Green Hall,40.349844965800,-74.656057796800
0559,"Chambers Street, 22",40.349874632800,-74.663186411400
0477,"Broadmead, 101",40.349878708000,-74.646221499900
0052,"Prospect Avenue, 116",40.349880519800,-74.648583930500
0435,"Broadmead, 114",40.349882635000,-74.645142854400
0496,"Western Way, 228",40.349895234600,-74.643844105100
0561,Palmer House Cottage,40.349901740300,-74.664486053500
0729,Andlinger Center,40.349907020400,-74.650602453200
0499,"Western Way, 234",40.349977204700,-74.643541042800
0105,Engineering Quad E-Wing,40.350013722800,-74.651180995800
0470,"Prospect Avenue, 120",40.350088179500,-74.648252889100
0478,"Broadmead, 106",40.350105001100,-74.645380271800
0498,"Western Way, 240",40.350109118800,-74.643267781200
0013,Aaron Burr Hall,40.350202063200,-74.656577405500
0594,"Knoll Drive, 52",40.350217442500,-74.631197611000
0682,"Nassau Street, 114",40.350225888900,-74.658985096200
0167,Computer Science Building,40.350237062900,-74.652238938700
0678,"Nassau Street, 112",40.350237521700,-74.659133476900
0454,"Murray Place, 80",40.350254192300,-74.647731311300
0818,"Chambers Street, 34",40.350257916000,-74.663378913000
0679,"Nassau Street, 116-122",40.350258508700,-74.658864598200
0456,"Nassau Court, 161",40.350283327200,-74.656195269700
0560,"William Street, 40",40.350288388300,-74.654056311600
0731,"William Street, 42",40.350309163800,-74.653997173900
0667,"Prospect Avenue, 175",40.350310770400,-74.644660767600
0616,Friend Center,40.350325963200,-74.652742129200
0455,"Nassau Court, 165-167",40.350345082600,-74.656041700700
0492,"Nassau Court, 171",40.350369913100,-74.655865923600
0101,Engineering Quad A-Wing,40.350386265700,-74.650778206600
0453,"Nassau Street, 159",40.350439226600,-74.656396073000
0495,"Nassau Court, 177",40.350449223000,-74.655716007400
0525,"Nassau Street, 163",40.350477870100,-74.656215383000
0519,"Nassau Street, 158",40.350487493300,-74.657592477800
0634,"Prospect Avenue, 179",40.350499586700,-74.644016659600
0431,"Murray Place, 59",40.350514713900,-74.648474634400
0103,Engineering Quad C-Wing,40.350530169100,-74.651445937900
